Diện tích,Phòng ngủ,Số tầng,Số toilet,Số phòng khách,Loại địa ốc,Địa chỉ,Pháp lý,Hướng nhà,Đường trước nhà,Giá nhà,tag
80m2,,,,,Bán nhà phố dự án," An Khánh, Ninh Kiều, TP. Cần Thơ",,,,2 tỷ 490 triệu,can_tho
130m2,,,,,Bán nhà phố dự án," Nguyễn Thông, An Thới, Bình Thủy, TP. Cần Thơ",,,,2 tỷ 750 triệu,can_tho
60m2,,,,,Bán căn hộ chung cư," Trần Bạch Đằng, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 732 triệu,can_tho
4000m2,,,,,Bán đất thổ cư," Nguyễn văn cừ, Bình Thủy, TP. Cần Thơ",Sổ hồng,Không xác định,5m,24 tỷ,can_tho
207m2,22.0,1.0,20.0,1.0,Bán nhà riêng," F52/F53, Lộ Hậu Thạnh Mỹ, Lê Bình, Cái Răng, TP. Cần Thơ",Giấy đỏ,Tây Bắc,15m - 20m,7 tỷ 200 triệu,can_tho
90m2,3.0,25.0,2.0,1.0,Bán căn hộ chung cư," Võ Nguyên Giáp, Phú Thứ, Cái Răng, TP. Cần Thơ",Giấy tờ hợp lệ,,20m - 30m,50 triệu /m2,can_tho
42.8m2,,,,,Bán đất thổ cư," 30 tháng 4, Hưng Lợi, Ninh Kiều, TP. Cần Thơ",,,,2 tỷ 200 triệu,can_tho
125m2,,,,,Bán nhà phố dự án," An Thới, Bình Thủy, TP. Cần Thơ",,,,1 tỷ 900 triệu,can_tho
68m2,,,,,Bán đất thổ cư," Nguyễn Văn Cừ, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,2 tỷ 650 triệu,can_tho
90m2,,,,,Bán đất thổ cư," Trần Vĩnh Kiết, An Bình, Ninh Kiều, TP. Cần Thơ",,,,2 tỷ 649 triệu,can_tho
65m2,,,,,Bán đất thổ cư," Nguyễn Văn Cừ, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,2 tỷ 200 triệu,can_tho
42.8m2,,,,,Bán đất thổ cư," Nguyễn Văn Cừ, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 620 triệu,can_tho
72.6m2,,,,,Bán đất thổ cư," Cách mạng tháng Tám, Lê Thiện, Bình Thủy, TP. Cần Thơ",,,,1 tỷ 470 triệu,can_tho
101.3m2,,,,,Bán đất thổ cư," Đường số 1 KDC Quân Đội, Cái Răng, TP. Cần Thơ",Sổ hồng,Nam,15m - 20m,1 tỷ 900 triệu,can_tho
125m2,,,,,Bán đất thổ cư," Trần Vĩnh Kiết, An Bình, Ninh Kiều, TP. Cần Thơ",,,,2 tỷ 590 triệu,can_tho
40m2,,,,,Bán đất thổ cư," Đường Nguyễn Văn Linh, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 930 triệu,can_tho
52m2,,,,,Bán nhà phố dự án," Nguyễn Văn Cừ, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 530 triệu,can_tho
103m2,,,,,Bán đất thổ cư," Bình Thủy, TP. Cần Thơ",Sổ hồng,Tây Nam,20m - 30m,2 tỷ 299 triệu,can_tho
101.3m2,,,,,Bán đất thổ cư," Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,1 tỷ 990 triệu,can_tho
150m2,,,,,Bán đất thổ cư," Tô Vĩnh Diện, Long Tuyền, Bình Thủy, TP. Cần Thơ",,,,1 tỷ 999 triệu,can_tho
81m2,,,,,Bán nhà phố dự án," Trần Bạch Đằng, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 240 triệu,can_tho
149m2,,,,,Bán nhà phố dự án," Quốc Lộ 91, Phước Thới, Ô Môn, TP. Cần Thơ",,,,1 tỷ 650 triệu,can_tho
35.5m2,,,,,Bán nhà phố dự án," Hùng Vương, Thới Bình, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 500 triệu,can_tho
69m2,,,,,Bán nhà phố dự án," Nguyễn Văn Cừ, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 899 triệu,can_tho
60m2,,,,,Bán nhà phố dự án," Quốc Lộ 91B, Long Tuyền, Bình Thủy, TP. Cần Thơ",,,,1 tỷ 550 triệu,can_tho
46.5m2,,,,,Bán nhà phố dự án," Lê Hồng Nhi, Ba Láng, Cái Răng, TP. Cần Thơ",,,,2 tỷ 90 triệu,can_tho
44.3m2,,,,,Bán nhà phố dự án," Phạm Ngũ Lão, An Hòa, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 640 triệu,can_tho
156m2,,,,,Bán nhà phố dự án," Lý Tự Trọng, An Phú, Ninh Kiều, TP. Cần Thơ",,,,3.949 tỷ,can_tho
100m2,,,,,Bán đất thổ cư," Nguyễn Văn Linh, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,3 tỷ 400 triệu,can_tho
80m2,,,,,Bán nhà phố dự án," Quang Trung, Tân An, Ninh Kiều, TP. Cần Thơ",,,,2 tỷ 580 triệu,can_tho
60m2,,,,,Bán căn hộ chung cư," Nguyễn Văn Cừ, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 750 triệu,can_tho
110m2,,,,,Bán đất thổ cư," Võ Văn Kiệt, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",,,,2 tỷ 450 triệu,can_tho
120m2,,,,,Bán đất thổ cư," Đường số 2, Hưng Thạnh, Cái Răng, TP. Cần Thơ",Giấy đỏ,,,4 tỷ 500 triệu,can_tho
60m2,3.0,,2.0,1.0,Bán nhà riêng," Long Tuyền, Bình Thủy, TP. Cần Thơ",Sổ hồng,,,1 tỷ 790 triệu,can_tho
81m2,3.0,2.0,,1.0,Bán biệt thự," Tỉnh Lộ 922, Cao Lãnh, Thới Lai, TP. Cần Thơ",Sổ hồng,,10m - 15m,2 tỷ 600 triệu,can_tho
156m2,3.0,2.0,4.0,2.0,Bán nhà riêng," 27/10, Võ Trường Toản, An Hòa, Ninh Kiều, TP. Cần Thơ",Sổ hồng,Đông Nam,3m,2 tỷ 950 triệu,can_tho
300m2,4.0,,2.0,2.0,Bán nhà riêng," 182a/9 khu vực bình yên b, Long Hòa, Bình Thủy, TP. Cần Thơ",Sổ hồng,Đông Nam,4m,3 tỷ 600 triệu,can_tho
110m2,5.0,4.0,5.0,1.0,Bán nhà phố dự án," Đặng Văn Đầy, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",Hợp đồng,Đông Nam,20m - 30m,1 tỷ 200 triệu,can_tho
93m2,,,,,Bán nhà phố dự án," Châu Văn Liêm, Tân An, Ninh Kiều, TP. Cần Thơ",,,,2 tỷ 490 triệu,can_tho
75m2,,,,,Bán biệt thự," A, Ba Láng, Cái Răng, TP. Cần Thơ",,,,48 triệu /m2,can_tho
64m2,,,,,Bán đất thổ cư," An Bình, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ,can_tho
101m2,,,,,Bán đất thổ cư," Huỳnh Thị Nỡ, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,Nam,15m - 20m,1 tỷ 990 triệu,can_tho
80m2,,,,,Bán đất nền dự án," TT. Prao, Phong Điền, TP. Cần Thơ",,,,1 tỷ 500 triệu,can_tho
73m2,,,,,Bán đất thổ cư," Lê Hồng Nhi, Ba Láng, Cái Răng, TP. Cần Thơ",,Tây Bắc,10m,780 triệu,can_tho
286m2,,,,,Bán nhà riêng," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,900 triệu,can_tho
72m2,,,,,Bán nhà riêng," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,360 triệu,can_tho
125m2,,,,,Bán đất thổ cư," 272, Nguyễn Thông, An Thới, Bình Thủy, TP. Cần Thơ",Sổ hồng,Đông Nam,4m,5 tỷ,can_tho
72m2,4.0,4.0,5.0,1.0,Bán nhà phố dự án," LK13-19, Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,Tây Nam,10m - 15m,3 tỷ 660 triệu,can_tho
205m2,,,,,Bán nhà riêng," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,1 tỷ 150 triệu,can_tho
187m2,,,,,Bán đất nền dự án," Kdc phú an, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,7 tỷ 900 triệu,can_tho
125m2,,,,,Bán nhà riêng," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ 257 triệu,can_tho
349m2,,5.0,,,Bán nhà phố dự án," H4 - 33, Đặng Văn Đầy, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",Sổ hồng,Đông Nam,30m - 50m,15 tỷ,can_tho
280m2,,3.0,,,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,10m - 15m,3 tỷ 710 triệu,can_tho
205m2,,,,,Bán nhà phố dự án," Trục số 1 đường Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,899 triệu,can_tho
268m2,4.0,3.0,5.0,1.0,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,Đông Bắc,15m - 20m,1 tỷ 200 triệu,can_tho
81m2,,,,,Bán nhà riêng," An Thới, Bình Thủy, TP. Cần Thơ",,,,1 tỷ 750 triệu,can_tho
50m2,2.0,,1.0,,Bán căn hộ chung cư," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,800 triệu,can_tho
180m2,4.0,2.0,5.0,1.0,Bán nhà riêng," Ba Láng, Cái Răng, TP. Cần Thơ",Sổ hồng,Đông Nam,10m,3 tỷ 200 triệu,can_tho
42m2,3.0,,3.0,1.0,Bán nhà riêng," An Khánh, Ninh Kiều, TP. Cần Thơ",Sổ hồng,,,3 tỷ 600 triệu,can_tho
205m2,,,,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ 800 triệu,can_tho
132m2,,,,,Bán đất thổ cư," 42, 919, TT. Mỏ Cày, Vĩnh Thạnh, TP. Cần Thơ",Sổ hồng,Tây Bắc,,900 triệu,can_tho
115m2,,,,,Bán đất thổ cư," Lê Bình, Cái Răng, TP. Cần Thơ",Sổ hồng,,,1 tỷ 950 triệu,can_tho
70m2,3.0,1.0,2.0,,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,Đông Nam,10m - 15m,2 tỷ 250 triệu,can_tho
40m2,,,,,Bán đất thổ cư," 14, An Khánh, Ninh Kiều, TP. Cần Thơ",Chủ quyền tư nhân,Tây Bắc,8m,"1,6 triệu",can_tho
73m2,,,,,Bán đất thổ cư," Lê Hồng Nhi, Ba Láng, Cái Răng, TP. Cần Thơ",Giấy đỏ,Đông Nam,15m - 20m,2 tỷ,can_tho
72m2,4.0,4.0,5.0,1.0,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,10m,3 tỷ 500 triệu,can_tho
73m2,,,,,Bán đất thổ cư," Lê Hồng Nhi, Ba Láng, Cái Răng, TP. Cần Thơ",Sổ hồng,Đông Nam,15m - 20m,2 tỷ 200 triệu,can_tho
72m2,4.0,4.0,5.0,1.0,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,10m - 15m,3 tỷ,can_tho
72m2,4.0,4.0,5.0,1.0,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Hợp đồng,,10m - 15m,3 tỷ 700 triệu,can_tho
72m2,4.0,3.0,4.0,2.0,Bán nhà riêng," Trục số 1 đường Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,Tây Bắc,10m - 15m,2 tỷ 300 triệu,can_tho
147m2,4.0,3.0,5.0,1.0,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Giấy tờ hợp lệ,,15m - 20m,3 tỷ 500 triệu,can_tho
72m2,1.0,2.0,1.0,,Bán nhà riêng," Trương Định, An Cư, Ninh Kiều, TP. Cần Thơ",Giấy đỏ,,10m,8 tỷ,can_tho
268m2,,,,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ 200 triệu,can_tho
100m2,,,,,Bán nhà riêng," Cái Răng, TP. Cần Thơ",Sổ hồng,,15m - 20m,1 tỷ,can_tho
72m2,,,,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ 200 triệu,can_tho
72m2,4.0,4.0,5.0,,Bán biệt thự," Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,925 triệu,can_tho
136m2,,,,,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,6 tỷ,can_tho
72m2,,4.0,,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,980 triệu,can_tho
42.7m2,,,,,Bán đất thổ cư," Nguyễn Văn Cừ, An Khánh, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 790 triệu,can_tho
54m2,2.0,1.0,2.0,1.0,Bán nhà riêng," 24/20, Võ Thị Sáu, Ninh Kiều, TP. Cần Thơ",Sổ hồng,Không xác định,2m,4 tỷ 500 triệu,can_tho
216m2,4.0,4.0,5.0,1.0,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Giấy tờ hợp lệ,,10m - 15m,3 tỷ,can_tho
72m2,,4.0,,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,3 tỷ 710 triệu,can_tho
98m2,,,,,Bán nhà phố dự án," Cách Mạng Tháng Tám, Cái Khế, Ninh Kiều, TP. Cần Thơ",,,,2 tỷ 350 triệu,can_tho
136m2,4.0,4.0,3.0,1.0,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,15m - 20m,6 tỷ,can_tho
136m2,5.0,4.0,6.0,,Bán biệt thự," Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,6 tỷ 800 triệu,can_tho
100m2,,,,,Bán đất thổ cư," Võ Nguyên Giáp, Phú Thứ, Cái Răng, TP. Cần Thơ",,,,2 tỷ 520 triệu,can_tho
67.5m2,,,,,Bán đất thổ cư," An Bình, Ninh Kiều, TP. Cần Thơ",Giấy đỏ,,6m,1 tỷ 130 triệu,can_tho
110m2,,,,,Bán đất thổ cư," Đặng Văn Đầy, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",,,,2 tỷ 650 triệu,can_tho
130m2,,,,,Bán đất thổ cư," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,Tây Bắc,6m,2 tỷ,can_tho
268m2,4.0,4.0,5.0,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Giấy tờ hợp lệ,,10m,2 tỷ 999 triệu,can_tho
64m2,3.0,3.0,4.0,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Giấy tờ hợp lệ,,,2 tỷ 500 triệu,can_tho
100m2,,,,,Bán đất thổ cư," 133 B10, Phú Thứ, Cái Răng, TP. Cần Thơ",Sổ hồng,Tây Bắc,15m - 20m,2 tỷ 550 triệu,can_tho
71m2,,,,,Bán đất thổ cư," An Khánh, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 980 triệu,can_tho
47m2,2.0,1.0,1.0,1.0,Bán nhà riêng," Điện Biên Phủ, Ninh Kiều, TP. Cần Thơ",Sổ hồng,Đông Nam,4m,2 tỷ 100 triệu,can_tho
72m2,,4.0,,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,15m - 20m,3 tỷ 598 triệu,can_tho
400m2,,4.0,,,Bán nhà phố dự án," Đặng Văn Đầy, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",Sổ hồng,Đông Bắc,10m - 15m,7 tỷ 100 triệu,can_tho
110m2,,5.0,,,Bán nhà phố dự án," Đặng Văn Đầy, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",,,20m - 30m,6 tỷ 700 triệu,can_tho
430m2,,,,,Bán đất thổ cư," 926, Dương Quang, Phong Điền, TP. Cần Thơ",,,,2 tỷ 200 triệu,can_tho
125m2,,,,,Bán đất thổ cư," Đặng Văn Đầy, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",,,,2 tỷ 850 triệu,can_tho
66m2,2.0,,,,Bán căn hộ chung cư," Lê Hồng Nhi, Ba Láng, Cái Răng, TP. Cần Thơ",,,,1 tỷ 424 triệu,can_tho
400m2,5.0,5.0,5.0,1.0,Bán nhà phố dự án," H7-22, Võ Văn Kiệt, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",Sổ hồng,Đông Nam,10m - 15m,7 tỷ 500 triệu,can_tho
73m2,,,,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ 400 triệu,can_tho
80m2,,,,,Bán đất thổ cư," Bình Hàng Trung, Phong Điền, TP. Cần Thơ",,,,1 tỷ 140 triệu,can_tho
100m2,4.0,3.0,5.0,2.0,Bán biệt thự," Cần Thơ, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,15m - 20m,2 tỷ 500 triệu,can_tho
273m2,,,,,Bán đất thổ cư," Hàng Gòn, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,Tây Nam,5m,2 tỷ 200 triệu,can_tho
105m2,,,,,Bán nhà riêng," Hưng Lợi, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 890 triệu,can_tho
400m2,3.0,4.0,4.0,1.0,Bán nhà phố dự án," H7-22, Võ Văn Kiệt, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",Sổ hồng,,15m - 20m,7 tỷ 500 triệu,can_tho
72m2,4.0,4.0,5.0,4.0,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,15m - 20m,3 tỷ 589 triệu,can_tho
3000m2,,,,,Bán đất thổ cư," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,3m,"5,5 triệu /m2",can_tho
100m2,,,,,Bán biệt thự," Trục số 1 đường Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,900 triệu,can_tho
52m2,,3.0,,,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,10m - 15m,1 tỷ 940 triệu,can_tho
116m2,,,,,Bán đất thổ cư," Lê Hồng Nhi, Ba Láng, Cái Răng, TP. Cần Thơ",Sổ hồng,,,4 tỷ 300 triệu,can_tho
67.5m2,1.0,1.0,1.0,1.0,Bán nhà riêng," Nguyễn Văn Cừ nối dài, An Khánh, Ninh Kiều, TP. Cần Thơ",Sổ hồng,Tây Nam,4m,2 tỷ 399 triệu,can_tho
260m2,,,,,Bán đất thổ cư," Cái Răng, TP. Cần Thơ",Sổ hồng,Tây Bắc,6m,4 tỷ,can_tho
134m2,,,,,Bán đất thổ cư," rạch Ông Cửu, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,Bắc,4m,900 triệu,can_tho
"105,6m2",3.0,2.0,3.0,5.0,Bán căn hộ chung cư," Lk5-04, Phước Thới, Ô Môn, TP. Cần Thơ",Giấy tờ hợp lệ,Không xác định,8m,2 tỷ 800 triệu,can_tho
130m2,,,,,Bán đất thổ cư," Hưng Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,,4 tỷ 500 triệu,can_tho
60m2,,,,,Bán căn hộ chung cư," Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,300 triệu,can_tho
58m2,2.0,,2.0,1.0,Bán căn hộ chung cư," Cái Răng, TP. Cần Thơ",Sổ hồng,,50m - 70m,1 tỷ 10 triệu,can_tho
"400,5m2",,,,,Bán nhà phố dự án," Đặng Văn Đầy, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",Sổ hồng,,15m - 20m,7 tỷ 533 triệu,can_tho
240m2,,,,,Bán biệt thự," Tôn Đức Thắng, Châu Văn Liêm, Ô Môn, TP. Cần Thơ",,,,3 tỷ 400 triệu,can_tho
120m2,3.0,,,,Bán nhà phố dự án," Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,,2 tỷ 500 triệu,can_tho
146m2,3.0,3.0,4.0,1.0,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,Đông Nam,10m - 15m,2 tỷ 644 triệu,can_tho
400m2,,,,,Bán đất nền dự án," Đặng Văn Đầy, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",Sổ hồng,Tây Nam,30m - 50m,6 tỷ 600 triệu,can_tho
126m2,,2.0,,,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,660 triệu,can_tho
240m2,3.0,3.0,3.0,1.0,Bán biệt thự," Quốc Lộ 91, Châu Văn Liêm, Ô Môn, TP. Cần Thơ",Sổ hồng,,15m - 20m,3 tỷ 400 triệu,can_tho
240m2,3.0,3.0,3.0,1.0,Bán biệt thự," Quốc Lộ 91, Châu Văn Liêm, Ô Môn, TP. Cần Thơ",Sổ hồng,,15m - 20m,3 tỷ 400 triệu,can_tho
83m2,3.0,1.0,2.0,1.0,Bán căn hộ chung cư," Xã Tỏa Tình, Thới Lai, TP. Cần Thơ",Hợp đồng,Không xác định,,195 triệu,can_tho
100m2,,,,,Bán đất thổ cư," Cần Thơ, Hưng Phú, Cái Răng, TP. Cần Thơ",Sổ hồng,,,2 tỷ 800 triệu,can_tho
185m2,5.0,4.0,6.0,1.0,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,Tây Nam,15m - 20m,4 tỷ 791 triệu,can_tho
240m2,3.0,3.0,3.0,1.0,Bán biệt thự," Quốc Lộ 91, Châu Văn Liêm, Ô Môn, TP. Cần Thơ",Sổ hồng,,15m - 20m,3 tỷ 400 triệu,can_tho
200m2,,,,,Bán nhà riêng," 183/11, Quốc Lộ 91, Phước Thới, Ô Môn, TP. Cần Thơ",Sổ hồng,,4m,880 triệu,can_tho
88m2,4.0,,4.0,1.0,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",Không xác định,,15m - 20m,3 tỷ 500 triệu,can_tho
240m2,3.0,3.0,3.0,1.0,Bán biệt thự," Quốc Lộ 91, Châu Văn Liêm, Ô Môn, TP. Cần Thơ",Sổ hồng,Đông Nam,15m - 20m,3 tỷ 400 triệu,can_tho
96m2,3.0,1.0,1.0,1.0,Bán nhà riêng," Phú Thứ, Cái Răng, TP. Cần Thơ",Sổ hồng,Đông Bắc,3m,820 triệu,can_tho
100m2,3.0,3.0,3.0,1.0,Bán nhà phố dự án," C04, Ô Môn, TP. Cần Thơ",Sổ hồng,Đông Nam,15m - 20m,3 tỷ 400 triệu,can_tho
94m2,,,,,Bán đất thổ cư," Xã Si Pa Phìn, Phong Điền, TP. Cần Thơ",Sổ hồng,,,650 triệu,can_tho
100m2,3.0,3.0,3.0,2.0,Bán đất thổ cư," C4, Ô Môn, TP. Cần Thơ",Giấy đỏ,Đông Nam,15m - 20m,3 tỷ 400 triệu,can_tho
240m2,3.0,3.0,3.0,1.0,Bán biệt thự," Châu Văn Liêm, Châu Văn Liêm, Ô Môn, TP. Cần Thơ",Sổ hồng,,15m - 20m,3 tỷ 800 triệu,can_tho
150m2,,,,,Bán đất thổ cư," Long Tuyền, Bình Thủy, TP. Cần Thơ",Sổ hồng,,,500 triệu,can_tho
"175,5m2",,,,,Bán đất thổ cư," Cái Răng, TP. Cần Thơ",Sổ hồng,Tây Nam,,10 tỷ 700 triệu,can_tho
100m2,3.0,3.0,3.0,3.0,Bán biệt thự," C4, Ô Môn, TP. Cần Thơ",Giấy đỏ,Đông Nam,20m - 30m,3 tỷ 400 triệu,can_tho
110m2,3.0,3.0,3.0,1.0,Bán biệt thự," Châu Văn Liêm, Ô Môn, TP. Cần Thơ",Sổ hồng,,10m - 15m,3 tỷ 400 triệu,can_tho
150m2,3.0,1.0,2.0,1.0,Bán nhà riêng," Hẻm 50/ trần hoàng na, Trần Hoàng Na, Hưng Lợi, Ninh Kiều, TP. Cần Thơ",Sổ hồng,Không xác định,4m,"5,3 triệu",can_tho
110m2,,,,,Bán đất thổ cư," H12, Bình Thủy, TP. Cần Thơ",Giấy đỏ,Tây Bắc,20m - 30m,3 tỷ 736 triệu,can_tho
120m2,,,,,Bán đất thổ cư," H12, Bình Thủy, TP. Cần Thơ",Giấy đỏ,,20m - 30m,3 tỷ 736 triệu,can_tho
5382m2,,,,,Bán đất thổ cư," Tỉnh Lộ 922, TT. Lai Vung, Cờ Đỏ, TP. Cần Thơ",Sổ hồng,,10m - 15m,"1,9 triệu /m2",can_tho
120m2,,,,,Bán đất thổ cư," H12, Bình Thủy, TP. Cần Thơ",Sổ hồng,,15m - 20m,3 tỷ 736 triệu,can_tho
120m2,,,,,Bán đất thổ cư," Võ Văn Kiệt, Xã Sa Lông, Bình Thủy, TP. Cần Thơ",Sổ hồng,Tây Nam,20m - 30m,"4,304",can_tho
100m2,3.0,2.0,4.0,1.0,Bán nhà phố dự án," Cái Răng, TP. Cần Thơ",Sổ hồng,,15m - 20m,2 tỷ,can_tho
400m2,,,,,Bán nhà phố dự án," Võ Văn Kiệt, An Thới, Bình Thủy, TP. Cần Thơ",Giấy đỏ,,,7 tỷ 500 triệu,can_tho
114.165m2,,,,,Bán đất thổ cư," H14, Bình Thủy, TP. Cần Thơ",Giấy đỏ,Tây Bắc,20m - 30m,2 tỷ 350 triệu,can_tho
400m2,,3.0,,,Bán nhà phố dự án," Võ Văn Kiệt, Xã Tà Lèng, Bình Thủy, TP. Cần Thơ",Sổ hồng,Đông Nam,20m - 30m,7 tỷ 500 triệu,can_tho
"114,165m2",,,,,Bán đất thổ cư," L28, Bình Thủy, TP. Cần Thơ",Giấy đỏ,Tây Bắc,15m - 20m,2 tỷ 350 triệu,can_tho
90m2,,2.0,,,Bán biệt thự," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ 600 triệu,can_tho
75m2,,,,,Bán nhà riêng," Cái Khế, Ninh Kiều, TP. Cần Thơ",,,,1 tỷ 890 triệu,can_tho
"114,165m2",4.0,4.0,3.0,4.0,Bán đất thổ cư," 342 võ văn kiệt, Bình Thủy, TP. Cần Thơ",Giấy đỏ,Đông Nam,15m - 20m,2 tỷ 350 triệu,can_tho
110m2,,,,,Bán đất thổ cư," Võ Văn Kiệt, Bình Thủy, TP. Cần Thơ",Giấy đỏ,Tây Nam,15m - 20m,"4,304/m2",can_tho
110m2,,,,,Bán đất nền dự án," Đặng Văn Đầy, Bình Thủy, TP. Cần Thơ",Sổ hồng,,30m - 50m,4 tỷ,can_tho
